work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary
2023,Entry,Full-time,Data Engineer,26827,Germany,Full-Remote,Germany,LARGE,Data Engineering,26827
2022,Entry,Full-time,Data Scientist,180000,United States,Full-Remote,United States,MEDIUM,Data Science,194886
2023,Intermediate,Full-time,Research Scientist,85000,United States,On-Site,United States,MEDIUM,Data Science,85000
2023,Intermediate,Full-time,Research Scientist,70000,United States,On-Site,United States,MEDIUM,Data Science,70000
2023,Senior,Full-time,BI Developer,135000,United States,Full-Remote,United States,MEDIUM,Data Engineering,135000
2023,Senior,Full-time,BI Developer,100000,United States,Full-Remote,United States,MEDIUM,Data Engineering,100000
2023,Executive,Full-time,Data Analytics Manager,155000,United States,On-Site,United States,MEDIUM,Management,155000
2023,Executive,Full-time,Data Analytics Manager,140000,United States,On-Site,United States,MEDIUM,Management,140000
2023,Senior,Full-time,Machine Learning Engineer,204500,United States,On-Site,United States,MEDIUM,Machine Learning,204500
2023,Senior,Full-time,Machine Learning Engineer,142200,United States,On-Site,United States,MEDIUM,Machine Learning,142200
2023,Senior,Full-time,Data Engineer,226700,United States,On-Site,United States,MEDIUM,Data Engineering,226700
2023,Senior,Full-time,Data Engineer,133300,United States,On-Site,United States,MEDIUM,Data Engineering,133300
2023,Senior,Full-time,Data Scientist,225000,United States,Full-Remote,United States,MEDIUM,Data Science,225000
2023,Senior,Full-time,Data Scientist,156400,United States,Full-Remote,United States,MEDIUM,Data Science,156400
2023,Senior,Full-time,Data Engineer,163800,United States,On-Site,United States,MEDIUM,Data Engineering,163800
2023,Senior,Full-time,Data Engineer,126000,United States,On-Site,United States,MEDIUM,Data Engineering,126000
2023,Senior,Full-time,Machine Learning Engineer,163800,United States,On-Site,United States,MEDIUM,Machine Learning,163800
2023,Senior,Full-time,Machine Learning Engineer,126000,United States,On-Site,United States,MEDIUM,Machine Learning,126000
2023,Senior,Full-time,ML Engineer,220000,United States,On-Site,United States,MEDIUM,Machine Learning,220000
2023,Senior,Full-time,ML Engineer,150000,United States,On-Site,United States,MEDIUM,Machine Learning,150000
2023,Senior,Full-time,Data Engineer,145000,United States,On-Site,United States,MEDIUM,Data Engineering,145000
2023,Senior,Full-time,Data Engineer,115000,United States,On-Site,United States,MEDIUM,Data Engineering,115000
2023,Senior,Full-time,Data Analytics Manager,204500,United States,On-Site,United States,MEDIUM,Management,204500
2023,Senior,Full-time,Data Analytics Manager,138900,United States,On-Site,United States,MEDIUM,Management,138900
2023,Intermediate,Full-time,Data Engineer,162500,United States,On-Site,United States,MEDIUM,Data Engineering,162500
2023,Intermediate,Full-time,Data Engineer,130000,United States,On-Site,United States,MEDIUM,Data Engineering,130000
2023,Senior,Full-time,Data Engineer,150000,United States,Full-Remote,United States,MEDIUM,Data Engineering,150000
2023,Senior,Full-time,Data Engineer,107000,United States,Full-Remote,United States,MEDIUM,Data Engineering,107000
2023,Executive,Full-time,Data Engineer,175000,United States,On-Site,United States,MEDIUM,Data Engineering,175000
2023,Executive,Full-time,Data Engineer,110000,United States,On-Site,United States,MEDIUM,Data Engineering,110000
2023,Senior,Full-time,Data Engineer,226700,United States,On-Site,United States,MEDIUM,Data Engineering,226700
2023,Senior,Full-time,Data Engineer,133300,United States,On-Site,United States,MEDIUM,Data Engineering,133300
2023,Senior,Full-time,Data Engineer,252000,United States,On-Site,United States,MEDIUM,Data Engineering,252000
2023,Senior,Full-time,Data Engineer,129000,United States,On-Site,United States,MEDIUM,Data Engineering,129000
2023,Senior,Full-time,Machine Learning Engineer,150000,United States,On-Site,United States,MEDIUM,Machine Learning,150000
2023,Senior,Full-time,Machine Learning Engineer,125000,United States,On-Site,United States,MEDIUM,Machine Learning,125000
2023,Senior,Full-time,Data Engineer,252000,United States,On-Site,United States,MEDIUM,Data Engineering,252000
2023,Senior,Full-time,Data Engineer,129000,United States,On-Site,United States,MEDIUM,Data Engineering,129000
2023,Senior,Full-time,Data Scientist,225000,United States,On-Site,United States,MEDIUM,Data Science,225000
2023,Senior,Full-time,Data Scientist,156400,United States,On-Site,United States,MEDIUM,Data Science,156400
2022,Intermediate,Full-time,Research Scientist,23000,India,Full-Remote,India,LARGE,Data Science,24902
2023,Intermediate,Full-time,Machine Learning Engineer,110000,United States,Full-Remote,United States,LARGE,Machine Learning,110000
2023,Senior,Full-time,Data Engineer,265000,United States,Full-Remote,United States,MEDIUM,Data Engineering,265000
2023,Senior,Full-time,Data Engineer,182750,United States,Full-Remote,United States,MEDIUM,Data Engineering,182750
2023,Intermediate,Full-time,Data Analyst,130000,United States,On-Site,United States,MEDIUM,Data Analyst,130000
2023,Intermediate,Full-time,Data Analyst,100000,United States,On-Site,United States,MEDIUM,Data Analyst,100000
2023,Senior,Full-time,Data Analyst,153600,United States,On-Site,United States,MEDIUM,Data Analyst,153600
2023,Senior,Full-time,Data Analyst,106800,United States,On-Site,United States,MEDIUM,Data Analyst,106800
2023,Senior,Full-time,Data Engineer,137500,United States,On-Site,United States,MEDIUM,Data Engineering,137500
2023,Senior,Full-time,Data Engineer,81500,United States,On-Site,United States,MEDIUM,Data Engineering,81500
2023,Executive,Full-time,Head of Data Science,314100,United States,On-Site,United States,MEDIUM,Management,314100
2023,Executive,Full-time,Head of Data Science,195800,United States,On-Site,United States,MEDIUM,Management,195800
2023,Senior,Full-time,Applied Scientist,205000,United States,On-Site,United States,MEDIUM,Data Science,205000
2023,Senior,Full-time,Applied Scientist,180000,United States,On-Site,United States,MEDIUM,Data Science,180000
2023,Senior,Full-time,Data Scientist,165000,United States,Full-Remote,United States,MEDIUM,Data Science,165000
2023,Senior,Full-time,Data Scientist,144000,United States,Full-Remote,United States,MEDIUM,Data Science,144000
2023,Entry,Full-time,BI Developer,160000,United States,On-Site,United States,MEDIUM,Data Engineering,160000
2023,Entry,Full-time,BI Developer,100000,United States,On-Site,United States,MEDIUM,Data Engineering,100000
2023,Executive,Full-time,Data Engineer,200000,United States,On-Site,United States,MEDIUM,Data Engineering,200000
2023,Executive,Full-time,Data Engineer,145000,United States,On-Site,United States,MEDIUM,Data Engineering,145000
2023,Intermediate,Full-time,Data Analyst,150000,United States,On-Site,United States,MEDIUM,Data Analyst,150000
2023,Intermediate,Full-time,Data Analyst,100000,United States,On-Site,United States,MEDIUM,Data Analyst,100000
2023,Senior,Full-time,Data Manager,199000,United States,On-Site,United States,MEDIUM,Management,199000
2023,Senior,Full-time,Data Manager,112000,United States,On-Site,United States,MEDIUM,Management,112000
2023,Senior,Full-time,Data Scientist,105000,United States,On-Site,United States,MEDIUM,Data Science,105000
2023,Senior,Full-time,Data Scientist,70000,United States,On-Site,United States,MEDIUM,Data Science,70000
2023,Entry,Full-time,Big Data Engineer,130000,Sweden,Full-Remote,Sweden,SMALL,Data Engineering,130000
2023,Senior,Full-time,Data Analyst,180180,United States,On-Site,United States,MEDIUM,Data Analyst,180180
2023,Senior,Full-time,Data Analyst,106020,United States,On-Site,United States,MEDIUM,Data Analyst,106020
2023,Entry,Full-time,Data Engineer,160000,United States,On-Site,United States,MEDIUM,Data Engineering,160000
2023,Entry,Full-time,Data Engineer,135000,United States,On-Site,United States,MEDIUM,Data Engineering,135000
2023,Senior,Full-time,Data Scientist,183000,United States,On-Site,United States,MEDIUM,Data Science,183000
2023,Senior,Full-time,Data Scientist,134000,United States,On-Site,United States,MEDIUM,Data Science,134000
2023,Senior,Full-time,Machine Learning Engineer,220000,United States,On-Site,United States,MEDIUM,Machine Learning,220000
2023,Senior,Full-time,Machine Learning Engineer,150000,United States,On-Site,United States,MEDIUM,Machine Learning,150000
2023,Senior,Full-time,Applied Scientist,350000,United States,On-Site,United States,LARGE,Data Science,350000
2023,Senior,Full-time,Applied Scientist,262500,United States,On-Site,United States,LARGE,Data Science,262500
2023,Senior,Full-time,Data Analyst,122000,United States,On-Site,United States,MEDIUM,Data Analyst,122000
2023,Senior,Full-time,Data Analyst,94000,United States,On-Site,United States,MEDIUM,Data Analyst,94000
2023,Senior,Full-time,Machine Learning Engineer,276000,United States,On-Site,United States,MEDIUM,Machine Learning,276000
2023,Senior,Full-time,Machine Learning Engineer,184000,United States,On-Site,United States,MEDIUM,Machine Learning,184000
2023,Executive,Full-time,Data Engineer,310000,United States,Full-Remote,United States,MEDIUM,Data Engineering,310000
2023,Executive,Full-time,Data Engineer,239000,United States,Full-Remote,United States,MEDIUM,Data Engineering,239000
2023,Senior,Full-time,Data Scientist,225000,United States,Full-Remote,United States,MEDIUM,Data Science,225000
2023,Senior,Full-time,Data Scientist,156400,United States,Full-Remote,United States,MEDIUM,Data Science,156400
2023,Intermediate,Full-time,Machine Learning Engineer,180000,United States,Full-Remote,United States,MEDIUM,Machine Learning,180000
2023,Intermediate,Full-time,Machine Learning Engineer,150000,United States,Full-Remote,United States,MEDIUM,Machine Learning,150000
2023,Senior,Full-time,Data Scientist,228000,United States,On-Site,United States,MEDIUM,Data Science,228000
2023,Senior,Full-time,Data Scientist,152000,United States,On-Site,United States,MEDIUM,Data Science,152000
2023,Senior,Full-time,Data Scientist,209450,United States,Full-Remote,United States,MEDIUM,Data Science,209450
2023,Senior,Full-time,Data Scientist,158677,United States,Full-Remote,United States,MEDIUM,Data Science,158677
2023,Senior,Full-time,Data Analyst,175000,United States,On-Site,United States,MEDIUM,Data Analyst,175000
2023,Senior,Full-time,Data Analyst,145000,United States,On-Site,United States,MEDIUM,Data Analyst,145000
2023,Senior,Full-time,Data Engineer,240000,United States,On-Site,United States,MEDIUM,Data Engineering,240000
2023,Senior,Full-time,Data Engineer,170000,United States,On-Site,United States,MEDIUM,Data Engineering,170000
2023,Intermediate,Full-time,Data Analyst,103200,United States,On-Site,United States,MEDIUM,Data Analyst,103200
2023,Intermediate,Full-time,Data Analyst,61200,United States,On-Site,United States,MEDIUM,Data Analyst,61200
2022,Intermediate,Full-time,Data Scientist,155000,United States,Full-Remote,United States,LARGE,Data Science,167818
2021,Entry,Full-time,Marketing Data Engineer,66970,Singapore,Half-Remote,Singapore,LARGE,Data Engineering,75031
2023,Senior,Full-time,Data Scientist,63312,Cyprus,Half-Remote,Estonia,LARGE,Data Science,63312
2023,Senior,Full-time,Data Scientist,237000,United States,Full-Remote,United States,MEDIUM,Data Science,237000
2023,Senior,Full-time,Data Scientist,145000,United States,Full-Remote,United States,MEDIUM,Data Science,145000
2023,Senior,Full-time,Data Scientist,240000,United States,Full-Remote,United States,MEDIUM,Data Science,240000
2023,Senior,Full-time,Data Scientist,139000,United States,Full-Remote,United States,MEDIUM,Data Science,139000
2023,Senior,Full-time,Data Architect,174500,United States,On-Site,United States,MEDIUM,Data Architecture,174500
2023,Senior,Full-time,Data Architect,113000,United States,On-Site,United States,MEDIUM,Data Architecture,113000
2023,Senior,Full-time,Data Analyst,130000,United States,Full-Remote,United States,MEDIUM,Data Analyst,130000
2023,Senior,Full-time,Data Analyst,87000,United States,Full-Remote,United States,MEDIUM,Data Analyst,87000
2023,Senior,Full-time,Data Analyst,160000,United States,Full-Remote,United States,MEDIUM,Data Analyst,160000
2023,Senior,Full-time,Data Analyst,108000,United States,Full-Remote,United States,MEDIUM,Data Analyst,108000
2023,Senior,Full-time,Data Engineer,165000,United States,Full-Remote,United States,MEDIUM,Data Engineering,165000
2023,Senior,Full-time,Data Engineer,107250,United States,Full-Remote,United States,MEDIUM,Data Engineering,107250
2023,Senior,Full-time,Data Engineer,300000,United States,On-Site,United States,MEDIUM,Data Engineering,300000
2023,Senior,Full-time,Data Engineer,119000,United States,On-Site,United States,MEDIUM,Data Engineering,119000
2023,Senior,Full-time,Data Scientist,285800,United States,Full-Remote,United States,MEDIUM,Data Science,285800
2023,Senior,Full-time,Data Scientist,154600,United States,Full-Remote,United States,MEDIUM,Data Science,154600
2023,Intermediate,Full-time,Head of Data Science,60795,India,Half-Remote,India,LARGE,Management,60795
2023,Entry,Full-time,Data Analyst,30000,Argentina,Full-Remote,United States,SMALL,Data Analyst,30000
2023,Intermediate,Full-time,Data Science Manager,220000,United States,On-Site,United States,MEDIUM,Management,220000
2023,Intermediate,Full-time,Data Science Manager,195000,United States,On-Site,United States,MEDIUM,Management,195000
2023,Senior,Full-time,Data Manager,168400,United States,On-Site,United States,MEDIUM,Management,168400
2023,Senior,Full-time,Data Manager,105200,United States,On-Site,United States,MEDIUM,Management,105200
2023,Intermediate,Full-time,Data Analyst,206000,United States,On-Site,United States,MEDIUM,Data Analyst,206000
2023,Intermediate,Full-time,Data Analyst,160000,United States,On-Site,United States,MEDIUM,Data Analyst,160000
2023,Senior,Full-time,Analytics Engineer,200000,United States,Full-Remote,United States,MEDIUM,Data Engineering,200000
2023,Senior,Full-time,Analytics Engineer,175000,United States,Full-Remote,United States,MEDIUM,Data Engineering,175000
2023,Senior,Full-time,Analytics Engineer,231250,United States,Full-Remote,United States,MEDIUM,Data Engineering,231250
2023,Senior,Full-time,Analytics Engineer,138750,United States,Full-Remote,United States,MEDIUM,Data Engineering,138750
2023,Senior,Full-time,Data Engineer,153000,Canada,Full-Remote,Canada,MEDIUM,Data Engineering,153000
2023,Senior,Full-time,Data Engineer,94000,Canada,Full-Remote,Canada,MEDIUM,Data Engineering,94000
2023,Senior,Full-time,Data Engineer,240500,United States,On-Site,United States,LARGE,Data Engineering,240500
2023,Senior,Full-time,Data Engineer,123700,United States,On-Site,United States,LARGE,Data Engineering,123700
2023,Senior,Full-time,Data Engineer,160000,United States,Full-Remote,United States,MEDIUM,Data Engineering,160000
2023,Senior,Full-time,Data Engineer,90000,United States,Full-Remote,United States,MEDIUM,Data Engineering,90000
2023,Entry,Full-time,Data Scientist,124234,United States,On-Site,United States,MEDIUM,Data Science,124234
2023,Entry,Full-time,Data Scientist,74540,United States,On-Site,United States,MEDIUM,Data Science,74540
